negotiation_id,lead_id,attendant_id,team_id,customer_id,seq,kind,value,prev_value,occurred_at,notes
00215d85-eadd-4de6-ba8b-edfd1cf31a15,c6cf16d4-e8cf-4bd3-b5a0-96f997ed8b1b,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,cec0313d-2230-499a-b971-886f2d19430e,d7a7736a-808a-4272-a426-e3565f0b1e4f,0,negotiation,,,2026-05-02T00:00:05-03:00,Negociação criada (seed).
00215d85-eadd-4de6-ba8b-edfd1cf31a15,c6cf16d4-e8cf-4bd3-b5a0-96f997ed8b1b,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,cec0313d-2230-499a-b971-886f2d19430e,d7a7736a-808a-4272-a426-e3565f0b1e4f,1,stage,contato_inicial,,2026-05-03T05:20:18-03:00,Estágio inicial: Contato Inicial.
00215d85-eadd-4de6-ba8b-edfd1cf31a15,c6cf16d4-e8cf-4bd3-b5a0-96f997ed8b1b,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,cec0313d-2230-499a-b971-886f2d19430e,d7a7736a-808a-4272-a426-e3565f0b1e4f,2,status,open,,2026-05-03T07:31:00-03:00,Negociação aberta.
00215d85-eadd-4de6-ba8b-edfd1cf31a15,c6cf16d4-e8cf-4bd3-b5a0-96f997ed8b1b,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,cec0313d-2230-499a-b971-886f2d19430e,d7a7736a-808a-4272-a426-e3565f0b1e4f,3,importance,quente,,2026-05-04T14:31:23-03:00,Importância inicial: Quente.
00215d85-eadd-4de6-ba8b-edfd1cf31a15,c6cf16d4-e8cf-4bd3-b5a0-96f997ed8b1b,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,cec0313d-2230-499a-b971-886f2d19430e,d7a7736a-808a-4272-a426-e3565f0b1e4f,4,stage,qualificacao,contato_inicial,2026-05-05T23:49:35-03:00,Avançou de Contato Inicial para Qualificação.
00215d85-eadd-4de6-ba8b-edfd1cf31a15,c6cf16d4-e8cf-4bd3-b5a0-96f997ed8b1b,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,cec0313d-2230-499a-b971-886f2d19430e,d7a7736a-808a-4272-a426-e3565f0b1e4f,5,stage,visita,qualificacao,2026-05-05T23:53:19-03:00,Avançou de Qualificação para Visita.
00215d85-eadd-4de6-ba8b-edfd1cf31a15,c6cf16d4-e8cf-4bd3-b5a0-96f997ed8b1b,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,cec0313d-2230-499a-b971-886f2d19430e,d7a7736a-808a-4272-a426-e3565f0b1e4f,6,stage,proposta,visita,2026-05-06T19:10:19-03:00,Avançou de Visita para Proposta.
00215d85-eadd-4de6-ba8b-edfd1cf31a15,c6cf16d4-e8cf-4bd3-b5a0-96f997ed8b1b,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,cec0313d-2230-499a-b971-886f2d19430e,d7a7736a-808a-4272-a426-e3565f0b1e4f,7,stage,negociacao,proposta,2026-05-08T04:50:47-03:00,Avançou de Proposta para Negociação.
002388f6-f37f-4c7f-b7dd-506c9e9d791c,bb5d03b6-f9f8-4151-a4c6-0a28dbf36b42,115505ab-1856-4030-9c1f-23c2ce4fa14e,ed27708f-5641-4644-9bad-33d626208eb6,33ce08f3-12b2-4bea-b29b-b50a996a1397,0,negotiation,,,2026-05-02T00:00:03-03:00,Negociação criada (seed).
002388f6-f37f-4c7f-b7dd-506c9e9d791c,bb5d03b6-f9f8-4151-a4c6-0a28dbf36b42,115505ab-1856-4030-9c1f-23c2ce4fa14e,ed27708f-5641-4644-9bad-33d626208eb6,33ce08f3-12b2-4bea-b29b-b50a996a1397,1,stage,contato_inicial,,2026-05-06T17:02:21-03:00,Estágio inicial: Contato Inicial.
002388f6-f37f-4c7f-b7dd-506c9e9d791c,bb5d03b6-f9f8-4151-a4c6-0a28dbf36b42,115505ab-1856-4030-9c1f-23c2ce4fa14e,ed27708f-5641-4644-9bad-33d626208eb6,33ce08f3-12b2-4bea-b29b-b50a996a1397,2,status,open,,2026-05-11T21:05:26-03:00,Negociação aberta.
002388f6-f37f-4c7f-b7dd-506c9e9d791c,bb5d03b6-f9f8-4151-a4c6-0a28dbf36b42,115505ab-1856-4030-9c1f-23c2ce4fa14e,ed27708f-5641-4644-9bad-33d626208eb6,33ce08f3-12b2-4bea-b29b-b50a996a1397,3,importance,morno,,2026-05-16T17:59:52-03:00,Importância inicial: Morno.
002388f6-f37f-4c7f-b7dd-506c9e9d791c,bb5d03b6-f9f8-4151-a4c6-0a28dbf36b42,115505ab-1856-4030-9c1f-23c2ce4fa14e,ed27708f-5641-4644-9bad-33d626208eb6,33ce08f3-12b2-4bea-b29b-b50a996a1397,4,stage,qualificacao,contato_inicial,2026-05-21T18:22:30-03:00,Avançou de Contato Inicial para Qualificação.
002388f6-f37f-4c7f-b7dd-506c9e9d791c,bb5d03b6-f9f8-4151-a4c6-0a28dbf36b42,115505ab-1856-4030-9c1f-23c2ce4fa14e,ed27708f-5641-4644-9bad-33d626208eb6,33ce08f3-12b2-4bea-b29b-b50a996a1397,5,stage,visita,qualificacao,2026-05-24T20:50:33-03:00,Avançou de Qualificação para Visita.
00425da8-7bf1-42ba-a538-da912be75835,cc3377a6-a773-498a-b338-833239e4a998,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,de6fda83-1317-4e08-bd28-e1c2e67ee6d0,0,negotiation,,,2026-05-02T00:00:06-03:00,Negociação criada (seed).
00425da8-7bf1-42ba-a538-da912be75835,cc3377a6-a773-498a-b338-833239e4a998,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,de6fda83-1317-4e08-bd28-e1c2e67ee6d0,1,stage,contato_inicial,,2026-05-02T20:24:55-03:00,Estágio inicial: Contato Inicial.
00425da8-7bf1-42ba-a538-da912be75835,cc3377a6-a773-498a-b338-833239e4a998,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,de6fda83-1317-4e08-bd28-e1c2e67ee6d0,2,status,open,,2026-05-03T22:25:27-03:00,Negociação aberta.
00425da8-7bf1-42ba-a538-da912be75835,cc3377a6-a773-498a-b338-833239e4a998,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,de6fda83-1317-4e08-bd28-e1c2e67ee6d0,3,importance,morno,,2026-05-04T18:50:20-03:00,Importância inicial: Morno.
00425da8-7bf1-42ba-a538-da912be75835,cc3377a6-a773-498a-b338-833239e4a998,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,de6fda83-1317-4e08-bd28-e1c2e67ee6d0,4,stage,qualificacao,contato_inicial,2026-05-05T23:37:43-03:00,Avançou de Contato Inicial para Qualificação.
00425da8-7bf1-42ba-a538-da912be75835,cc3377a6-a773-498a-b338-833239e4a998,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,de6fda83-1317-4e08-bd28-e1c2e67ee6d0,5,stage,visita,qualificacao,2026-05-07T04:59:51-03:00,Avançou de Qualificação para Visita.
00425da8-7bf1-42ba-a538-da912be75835,cc3377a6-a773-498a-b338-833239e4a998,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,de6fda83-1317-4e08-bd28-e1c2e67ee6d0,6,stage,proposta,visita,2026-05-08T05:16:36-03:00,Avançou de Visita para Proposta.
00425da8-7bf1-42ba-a538-da912be75835,cc3377a6-a773-498a-b338-833239e4a998,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,de6fda83-1317-4e08-bd28-e1c2e67ee6d0,7,stage,negociacao,proposta,2026-05-09T11:02:22-03:00,Avançou de Proposta para Negociação.
00425da8-7bf1-42ba-a538-da912be75835,cc3377a6-a773-498a-b338-833239e4a998,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,de6fda83-1317-4e08-bd28-e1c2e67ee6d0,8,stage,fechamento_com_venda,negociacao,2026-05-10T03:10:39-03:00,Encerramento: Fechamento c/ Venda.
00425da8-7bf1-42ba-a538-da912be75835,cc3377a6-a773-498a-b338-833239e4a998,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,de6fda83-1317-4e08-bd28-e1c2e67ee6d0,9,status,won,,2026-05-10T19:29:01-03:00,Fechada com venda.
0091f95b-b5e6-4408-a07b-271e9c37706b,7be083c6-1719-4439-b22e-f3d72fe799e2,40ee5f89-37d1-4bfa-9c25-981ffbee957f,272614b2-2d33-46df-8db7-f41cfa6c6258,62017f1f-6fdd-49d1-9a1f-345d6d76a96a,0,negotiation,,,2026-05-02T00:00:04-03:00,Negociação criada (seed).
0091f95b-b5e6-4408-a07b-271e9c37706b,7be083c6-1719-4439-b22e-f3d72fe799e2,40ee5f89-37d1-4bfa-9c25-981ffbee957f,272614b2-2d33-46df-8db7-f41cfa6c6258,62017f1f-6fdd-49d1-9a1f-345d6d76a96a,1,stage,contato_inicial,,2026-05-04T21:18:15-03:00,Estágio inicial: Contato Inicial.
0091f95b-b5e6-4408-a07b-271e9c37706b,7be083c6-1719-4439-b22e-f3d72fe799e2,40ee5f89-37d1-4bfa-9c25-981ffbee957f,272614b2-2d33-46df-8db7-f41cfa6c6258,62017f1f-6fdd-49d1-9a1f-345d6d76a96a,2,status,open,,2026-05-06T17:49:59-03:00,Negociação aberta.
0091f95b-b5e6-4408-a07b-271e9c37706b,7be083c6-1719-4439-b22e-f3d72fe799e2,40ee5f89-37d1-4bfa-9c25-981ffbee957f,272614b2-2d33-46df-8db7-f41cfa6c6258,62017f1f-6fdd-49d1-9a1f-345d6d76a96a,3,importance,quente,,2026-05-10T00:39:15-03:00,Importância inicial: Quente.
0091f95b-b5e6-4408-a07b-271e9c37706b,7be083c6-1719-4439-b22e-f3d72fe799e2,40ee5f89-37d1-4bfa-9c25-981ffbee957f,272614b2-2d33-46df-8db7-f41cfa6c6258,62017f1f-6fdd-49d1-9a1f-345d6d76a96a,4,stage,qualificacao,contato_inicial,2026-05-12T04:06:46-03:00,Avançou de Contato Inicial para Qualificação.
0091f95b-b5e6-4408-a07b-271e9c37706b,7be083c6-1719-4439-b22e-f3d72fe799e2,40ee5f89-37d1-4bfa-9c25-981ffbee957f,272614b2-2d33-46df-8db7-f41cfa6c6258,62017f1f-6fdd-49d1-9a1f-345d6d76a96a,5,stage,visita,qualificacao,2026-05-16T04:09:12-03:00,Avançou de Qualificação para Visita.
0091f95b-b5e6-4408-a07b-271e9c37706b,7be083c6-1719-4439-b22e-f3d72fe799e2,40ee5f89-37d1-4bfa-9c25-981ffbee957f,272614b2-2d33-46df-8db7-f41cfa6c6258,62017f1f-6fdd-49d1-9a1f-345d6d76a96a,6,stage,proposta,visita,2026-05-20T17:35:50-03:00,Avançou de Visita para Proposta.
0091f95b-b5e6-4408-a07b-271e9c37706b,7be083c6-1719-4439-b22e-f3d72fe799e2,40ee5f89-37d1-4bfa-9c25-981ffbee957f,272614b2-2d33-46df-8db7-f41cfa6c6258,62017f1f-6fdd-49d1-9a1f-345d6d76a96a,7,importance,morno,,2026-05-21T07:21:56-03:00,Importância alterada para Morno.
0091f95b-b5e6-4408-a07b-271e9c37706b,7be083c6-1719-4439-b22e-f3d72fe799e2,40ee5f89-37d1-4bfa-9c25-981ffbee957f,272614b2-2d33-46df-8db7-f41cfa6c6258,62017f1f-6fdd-49d1-9a1f-345d6d76a96a,8,stage,fechamento_com_venda,proposta,2026-05-23T01:41:51-03:00,Encerramento: Fechamento c/ Venda.
0091f95b-b5e6-4408-a07b-271e9c37706b,7be083c6-1719-4439-b22e-f3d72fe799e2,40ee5f89-37d1-4bfa-9c25-981ffbee957f,272614b2-2d33-46df-8db7-f41cfa6c6258,62017f1f-6fdd-49d1-9a1f-345d6d76a96a,9,status,won,,2026-05-25T23:38:25-03:00,Fechada com venda.
00df5af8-d0c9-42bb-94a5-afdb4d2149bc,4d1c2e26-d7a7-447a-aac4-bb68b6899afc,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,342a5222-56c4-49ab-b3ba-a6762d89a891,0,negotiation,,,2026-05-02T00:00:03-03:00,Negociação criada (seed).
00df5af8-d0c9-42bb-94a5-afdb4d2149bc,4d1c2e26-d7a7-447a-aac4-bb68b6899afc,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,342a5222-56c4-49ab-b3ba-a6762d89a891,1,stage,contato_inicial,,2026-05-07T01:50:40-03:00,Estágio inicial: Contato Inicial.
00df5af8-d0c9-42bb-94a5-afdb4d2149bc,4d1c2e26-d7a7-447a-aac4-bb68b6899afc,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,342a5222-56c4-49ab-b3ba-a6762d89a891,2,status,open,,2026-05-11T22:02:34-03:00,Negociação aberta.
00df5af8-d0c9-42bb-94a5-afdb4d2149bc,4d1c2e26-d7a7-447a-aac4-bb68b6899afc,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,342a5222-56c4-49ab-b3ba-a6762d89a891,3,importance,morno,,2026-05-15T00:15:36-03:00,Importância inicial: Morno.
00df5af8-d0c9-42bb-94a5-afdb4d2149bc,4d1c2e26-d7a7-447a-aac4-bb68b6899afc,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,342a5222-56c4-49ab-b3ba-a6762d89a891,4,stage,qualificacao,contato_inicial,2026-05-20T07:37:02-03:00,Avançou de Contato Inicial para Qualificação.
00df5af8-d0c9-42bb-94a5-afdb4d2149bc,4d1c2e26-d7a7-447a-aac4-bb68b6899afc,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,342a5222-56c4-49ab-b3ba-a6762d89a891,5,stage,visita,qualificacao,2026-05-22T09:59:12-03:00,Avançou de Qualificação para Visita.
00df5af8-d0c9-42bb-94a5-afdb4d2149bc,4d1c2e26-d7a7-447a-aac4-bb68b6899afc,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,342a5222-56c4-49ab-b3ba-a6762d89a891,6,stage,proposta,visita,2026-05-23T16:13:19-03:00,Avançou de Visita para Proposta.
00df5af8-d0c9-42bb-94a5-afdb4d2149bc,4d1c2e26-d7a7-447a-aac4-bb68b6899afc,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,342a5222-56c4-49ab-b3ba-a6762d89a891,7,stage,negociacao,proposta,2026-05-28T20:04:36-03:00,Avançou de Proposta para Negociação.
0133c77c-f257-41b5-974d-b957958c8323,b44d6efa-b505-4e2a-9038-9838bb4c2df3,f34cdc8c-9900-4bcc-816e-e39a4b17b41a,ed27708f-5641-4644-9bad-33d626208eb6,90f72f64-4585-4f64-b146-421dff0a781b,0,negotiation,,,2026-05-02T00:00:03-03:00,Negociação criada (seed).
0133c77c-f257-41b5-974d-b957958c8323,b44d6efa-b505-4e2a-9038-9838bb4c2df3,f34cdc8c-9900-4bcc-816e-e39a4b17b41a,ed27708f-5641-4644-9bad-33d626208eb6,90f72f64-4585-4f64-b146-421dff0a781b,1,stage,contato_inicial,,2026-05-02T08:07:53-03:00,Estágio inicial: Contato Inicial.
0133c77c-f257-41b5-974d-b957958c8323,b44d6efa-b505-4e2a-9038-9838bb4c2df3,f34cdc8c-9900-4bcc-816e-e39a4b17b41a,ed27708f-5641-4644-9bad-33d626208eb6,90f72f64-4585-4f64-b146-421dff0a781b,2,status,open,,2026-05-05T02:50:16-03:00,Negociação aberta.
0133c77c-f257-41b5-974d-b957958c8323,b44d6efa-b505-4e2a-9038-9838bb4c2df3,f34cdc8c-9900-4bcc-816e-e39a4b17b41a,ed27708f-5641-4644-9bad-33d626208eb6,90f72f64-4585-4f64-b146-421dff0a781b,3,importance,frio,,2026-05-08T03:06:38-03:00,Importância inicial: Frio.
0133c77c-f257-41b5-974d-b957958c8323,b44d6efa-b505-4e2a-9038-9838bb4c2df3,f34cdc8c-9900-4bcc-816e-e39a4b17b41a,ed27708f-5641-4644-9bad-33d626208eb6,90f72f64-4585-4f64-b146-421dff0a781b,4,stage,qualificacao,contato_inicial,2026-05-08T22:34:09-03:00,Avançou de Contato Inicial para Qualificação.
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,0,negotiation,,,2026-05-02T00:00:04-03:00,Negociação criada (seed).
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,1,stage,contato_inicial,,2026-05-02T08:18:06-03:00,Estágio inicial: Contato Inicial.
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,2,status,open,,2026-05-02T15:29:09-03:00,Negociação aberta.
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,3,importance,frio,,2026-05-02T16:34:01-03:00,Importância inicial: Frio.
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,4,stage,qualificacao,contato_inicial,2026-05-02T22:13:05-03:00,Avançou de Contato Inicial para Qualificação.
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,5,stage,visita,qualificacao,2026-05-02T22:48:23-03:00,Avançou de Qualificação para Visita.
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,6,stage,proposta,visita,2026-05-03T05:06:13-03:00,Avançou de Visita para Proposta.
